,year,fuel,car_running,mileage,car
5851,2009,Petrol,less than 100000,more than 15,Other
4453,2014,Diesel,less than 100000,0-15,Other
278,2017,Diesel,less than 500000,more than 25,Other
1717,2016,Petrol,less than 100000,more than 15,Honda Jazz VX
1463,2014,Diesel,less than 500000,more than 15,Mahindra Bolero 2011-2019
3624,2016,Petrol,less than 100000,more than 15,Hyundai Xcent 1.2
8009,2006,Petrol,less than 100000,more than 15,Hyundai Santro Xing
2280,2012,Petrol,less than 500000,more than 15,Chevrolet Beat LT
1923,2016,Diesel,less than 500000,0-15,Other
610,2017,Diesel,less than 500000,more than 15,Mahindra TUV 300
6557,2015,Diesel,less than 500000,0-15,Tata Safari Storme
1374,2009,Petrol,less than 100000,more than 15,Honda City 1.5
328,2003,Petrol,less than 100000,more than 15,Maruti Zen LXI
2985,2012,Petrol,less than 100000,more than 15,Other
781,2014,Diesel,less than 100000,more than 15,Mahindra XUV500 W8
8034,2015,Diesel,less than 500000,more than 15,Renault Duster 110PS
3041,2016,Diesel,less than 500000,more than 15,Mahindra Bolero 2011-2019
1962,2017,Diesel,less than 500000,more than 25,Ford Figo 1.5D
3238,2017,Diesel,less than 50000,more than 15,Jaguar XF 2.0
6985,2017,Petrol,less than 50000,more than 15,Tata Zest Revotron
7547,2013,Petrol,less than 500000,more than 15,Hyundai Santro Xing
6818,2009,Petrol,less than 500000,more than 15,Maruti A-Star Vxi
4608,2011,Diesel,less than 100000,more than 20,Volkswagen Vento Diesel
3832,2019,Petrol,less than 25000,more than 20,Lexus ES 300h
1851,2019,Petrol,less than 25000,more than 15,Maruti Eeco 5
3846,2019,Diesel,less than 10000,more than 15,BMW X4 M
7264,2015,Diesel,less than 100000,more than 25,Other
784,2006,Diesel,less than 500000,0-15,Mahindra Scorpio 2.6
5924,2015,Diesel,less than 50000,more than 15,Mahindra TUV 300
8116,2017,Petrol,less than 50000,more than 20,Maruti Alto K10
4619,2009,Petrol,less than 500000,more than 15,Maruti Swift Dzire
6855,2018,Petrol,less than 25000,more than 15,Mahindra KUV 100
6073,2018,Petrol,less than 50000,more than 20,Maruti Wagon R
3346,2017,Petrol,less than 50000,more than 20,Other
1210,2009,Petrol,less than 100000,more than 15,Other
5180,2018,Diesel,less than 50000,more than 20,Hyundai Grand i10
5114,2011,Diesel,less than 500000,0-15,Mahindra Xylo D2
1403,2011,Petrol,less than 50000,more than 15,Other
6057,2016,Petrol,less than 50000,more than 15,Ford Figo 1.2P
3195,2009,Diesel,less than 500000,more than 15,Ford Fiesta Classic
3422,2019,Diesel,less than 10000,more than 15,BMW X4 M
1689,2019,Diesel,less than 10000,more than 15,Other
1244,2009,Petrol,less than 500000,more than 15,Maruti Alto LXi
6728,2018,Diesel,less than 50000,more than 20,Hyundai Elite i20
4241,2018,Diesel,less than 50000,more than 25,Maruti Baleno Alpha
4104,2014,Petrol,less than 50000,more than 15,Maruti Swift Dzire
540,2015,Petrol,less than 500000,more than 15,Tata Zest Revotron
80,2016,Diesel,less than 500000,0-15,Toyota Innova 2.5
6874,2014,Diesel,less than 500000,0-15,Other
6425,2014,Petrol,less than 100000,more than 15,Hyundai Grand i10
5203,2012,Diesel,less than 500000,more than 20,Volkswagen Vento Diesel
7150,2015,Diesel,less than 100000,0-15,Chevrolet Tavera Neo
359,2008,Diesel,less than 100000,0-15,Toyota Innova 2.5
6144,2013,Petrol,less than 100000,more than 15,Other
1915,2009,Diesel,less than 100000,0-15,Tata New Safari
486,2014,Diesel,less than 100000,more than 25,Maruti Swift VDI
1187,2009,Petrol,less than 100000,more than 15,Chevrolet Spark 1.0
13,2007,Petrol,less than 100000,more than 15,Maruti Swift 1.3
7666,2008,Diesel,less than 500000,0-15,Other
4223,2016,Petrol,less than 100000,more than 15,Honda Jazz VX
4648,2010,Diesel,less than 500000,more than 20,Tata Manza Aura
2427,2018,Petrol,less than 50000,more than 20,Tata Tiago 1.2
1610,2018,Petrol,less than 50000,more than 15,Other
2226,2020,Petrol,less than 100000,more than 20,Other
757,2011,Petrol,less than 100000,more than 20,Hyundai EON Era
5160,2017,Petrol,less than 25000,more than 20,Hyundai EON Era
7213,2007,Diesel,less than 500000,more than 15,Chevrolet Optra Magnum
8027,2012,Petrol,less than 100000,more than 20,Hyundai i10 Magna
4768,2016,Petrol,less than 100000,more than 15,Other
3103,2018,Petrol,less than 100000,more than 20,Maruti Swift AMT
6683,2020,Petrol,less than 25000,more than 15,Tata Nexon 1.2
3275,2017,Diesel,less than 50000,more than 25,Maruti S-Cross 2017-2020
966,2010,Petrol,less than 100000,more than 15,Maruti Alto LXi
4541,2010,Petrol,less than 500000,more than 15,Honda City 1.5
4155,2012,Diesel,less than 500000,more than 20,Tata Indica Vista
4742,2013,Diesel,less than 100000,0-15,Other
4073,2011,Petrol,less than 100000,more than 15,Hyundai i10 Era
1918,2010,Diesel,less than 100000,more than 15,Tata Indica Vista
3621,2008,Diesel,less than 500000,more than 15,Hyundai Verna CRDi
7740,2004,Petrol,less than 100000,more than 15,Hyundai Santro Xing
3122,2011,Diesel,less than 500000,more than 20,Volkswagen Polo Diesel
7097,2017,Diesel,less than 100000,more than 15,Mahindra TUV 300
2688,2019,Diesel,less than 50000,more than 20,Hyundai Creta 1.4
7585,2009,Diesel,less than 50000,more than 15,Tata Indica Vista
8069,2017,Petrol,less than 500000,more than 15,Maruti Swift Dzire
4829,2019,Diesel,less than 10000,more than 15,BMW X4 M
6826,2011,Diesel,less than 100000,more than 15,Tata Indica Vista
2935,2019,Diesel,less than 25000,more than 20,Hyundai Creta 1.4
4573,2016,Diesel,less than 50000,more than 20,Maruti Ertiga SHVS
4529,2012,Petrol,less than 50000,more than 20,Hyundai EON D
1117,2017,Diesel,less than 50000,more than 15,Jaguar XF 2.0
4812,2010,Petrol,less than 100000,more than 15,Chevrolet Spark 1.0
5647,2018,Diesel,less than 100000,0-15,Toyota Fortuner 2.8
2074,2015,Diesel,less than 50000,more than 20,Nissan Terrano XL
3959,2014,Diesel,less than 500000,more than 20,Hyundai Grand i10
2741,2014,Diesel,less than 100000,more than 20,Tata Zest Quadrajet
7614,2014,Diesel,less than 500000,more than 20,Toyota Etios Liva
2054,2012,Diesel,less than 500000,more than 20,Hyundai Verna 1.6
3770,2016,Diesel,less than 500000,more than 20,Skoda Rapid 1.5
7790,2014,Diesel,less than 100000,more than 15,Tata Indigo CS
1372,2019,Petrol,less than 50000,more than 20,Other
6776,2000,Petrol,less than 100000,more than 15,Other
2479,2007,Petrol,less than 50000,0-15,Other
2330,2007,Petrol,less than 100000,more than 15,Chevrolet Spark 1.0
391,2009,Petrol,less than 500000,0-15,Other
5335,2015,Diesel,less than 100000,more than 20,Hyundai Xcent 1.1
3089,2017,Petrol,less than 50000,more than 15,Toyota Etios VX
58,2018,Petrol,less than 50000,0-15,Toyota Corolla Altis
568,2011,Diesel,less than 500000,more than 20,Hyundai i20 1.4
5994,2018,Diesel,less than 50000,more than 25,Honda WR-V i-DTEC
4622,2017,Diesel,less than 100000,more than 25,Other
5748,2007,Petrol,less than 100000,more than 15,Other
7958,2000,Petrol,less than 100000,more than 15,Maruti Alto LX
26,2017,Petrol,less than 50000,more than 20,Maruti Alto 800
1897,2010,Diesel,less than 500000,more than 15,Chevrolet Cruze LTZ
5878,2011,Petrol,less than 50000,more than 25,Other
5097,2019,Diesel,less than 10000,more than 15,BMW X4 M
5390,2014,Diesel,less than 100000,more than 20,Maruti Swift Dzire
5270,2017,Diesel,less than 50000,more than 25,Mahindra KUV 100
5233,2018,Petrol,less than 50000,more than 20,Other
1626,2017,Petrol,less than 100000,more than 15,Hyundai i20 1.2
717,2017,Petrol,less than 50000,more than 20,Other
1025,2000,Petrol,less than 500000,more than 15,Maruti Alto LX
2432,2016,Diesel,less than 100000,more than 20,Maruti Ertiga SHVS
3602,2018,Diesel,less than 25000,more than 25,Maruti Ertiga ZDI
4685,2016,Petrol,less than 100000,more than 20,Maruti Wagon R
442,2016,Diesel,less than 50000,more than 25,Maruti Swift VDI
1477,2014,Diesel,less than 100000,more than 25,Maruti Swift VDI
7105,2012,Petrol,less than 100000,more than 20,Maruti Alto K10
5028,2017,Diesel,less than 100000,more than 25,Maruti Baleno Delta
5005,2006,Petrol,less than 50000,more than 15,Other
7005,2017,Petrol,less than 50000,more than 15,Ford EcoSport 1.5
3772,2011,Petrol,less than 100000,more than 15,Honda City 1.5
5739,2006,Petrol,less than 500000,more than 15,Maruti Alto LX
2556,2014,Diesel,less than 500000,more than 15,Mahindra XUV500 W4
855,2013,Diesel,less than 100000,more than 20,Maruti Ertiga ZDI
1099,2015,Diesel,less than 500000,0-15,Tata Safari Storme
6547,2011,Diesel,less than 500000,more than 20,Mahindra Verito 1.5
2168,2010,Diesel,less than 50000,0-15,Other
8024,2012,Petrol,less than 50000,more than 20,Hyundai EON Sportz
859,2018,Petrol,less than 25000,more than 15,Maruti Omni E
6111,2017,Diesel,less than 50000,more than 20,Hyundai i20 1.4
819,2016,Diesel,less than 100000,more than 25,Other
3023,2018,Diesel,less than 100000,more than 25,Other
6193,2015,Petrol,less than 100000,more than 15,Fiat Grande Punto
1650,2017,Diesel,less than 500000,more than 25,Tata Tiago 1.05
3342,2011,Diesel,less than 500000,0-15,Mahindra Bolero SLX
1925,2017,Diesel,less than 100000,more than 15,Mahindra TUV 300
455,2012,Diesel,less than 500000,more than 20,Hyundai i20 Asta
52,2015,Diesel,less than 100000,more than 25,Honda City i
7456,2019,Petrol,less than 25000,more than 20,Other
6449,2010,Petrol,less than 500000,more than 20,Hyundai i10 Magna
4116,2008,Diesel,less than 500000,0-15,Other
7412,2012,Petrol,less than 50000,more than 15,Maruti 800 AC
4290,2019,Petrol,less than 10000,more than 20,Other
5310,2019,Petrol,less than 10000,more than 15,Honda Amaze S
2064,2012,Diesel,less than 500000,more than 15,Mahindra XUV500 W8
5183,2009,Diesel,less than 500000,0-15,Other
7747,2014,Diesel,less than 100000,more than 15,Other
1217,2013,Petrol,less than 50000,more than 25,Other
2312,2013,CNG,less than 100000,more than 30,Maruti Wagon R
6839,2019,Diesel,less than 25000,more than 20,Ford EcoSport 1.5
6524,2013,Petrol,less than 50000,more than 20,Hyundai EON Magna
5551,2016,Diesel,less than 100000,more than 15,Mahindra TUV 300
55,2016,Diesel,less than 500000,0-15,Toyota Innova Crysta
3077,2017,Petrol,less than 50000,more than 20,Maruti Celerio VXI
2341,2013,Diesel,less than 500000,more than 25,Honda Amaze S
2366,2010,Petrol,less than 100000,0-15,Hyundai Santro Xing
3707,2012,Petrol,less than 100000,more than 15,Chevrolet Beat LT
2627,2018,Diesel,less than 25000,more than 15,Other
3015,2019,Petrol,less than 25000,more than 20,Other
6410,2012,Diesel,less than 100000,0-15,Mahindra Scorpio VLX
2096,2015,Petrol,less than 50000,more than 20,Maruti Alto 800
3887,2017,Diesel,less than 100000,more than 20,Tata Zest Quadrajet
1756,2012,Petrol,less than 500000,more than 15,Hyundai i20 Sportz
7624,2011,Petrol,less than 100000,more than 25,Other
1735,2012,Petrol,less than 500000,more than 15,Maruti Omni 8
1809,2013,Diesel,less than 500000,more than 15,Tata Indica Vista
3934,2016,Petrol,less than 25000,more than 20,Hyundai EON Magna
2271,2003,Diesel,less than 500000,more than 15,Other
585,2015,Petrol,less than 50000,more than 20,Maruti Wagon R
3610,2019,Petrol,less than 25000,more than 25,Renault KWID RXL
360,2011,Petrol,less than 100000,more than 15,Tata Indigo CS
603,2011,Diesel,less than 500000,0-15,Other
6539,2015,Diesel,less than 500000,more than 20,Ford EcoSport 1.5
4981,2015,Diesel,less than 100000,more than 20,Hyundai Verna 1.6
4786,2016,Petrol,less than 25000,0-15,Skoda Rapid 1.6
4869,2016,Petrol,less than 50000,more than 20,Maruti Alto 800
1599,2012,Diesel,less than 500000,0-15,Mahindra Scorpio LX
3012,2017,Petrol,less than 50000,more than 15,Hyundai i20 1.2
4564,2014,Diesel,less than 500000,more than 25,Honda City i
5412,2012,Petrol,less than 50000,more than 15,Maruti Swift Dzire
3659,2009,Petrol,less than 100000,more than 15,Maruti A-Star Vxi
1147,2017,Diesel,less than 100000,more than 20,Hyundai Grand i10
1686,2010,Petrol,less than 50000,more than 15,Hyundai i20 Magna
1222,2006,Petrol,less than 50000,more than 15,Maruti Alto LX
1714,2016,Petrol,less than 100000,more than 15,Toyota Camry 2.5
7049,2015,Diesel,less than 500000,0-15,Toyota Innova 2.5
3530,2019,Diesel,less than 10000,more than 15,BMW X4 M
6743,2010,Diesel,less than 500000,more than 15,Maruti Swift Vdi
8056,2016,Petrol,less than 100000,more than 15,Honda City i
3278,2016,Diesel,less than 100000,more than 25,Honda Amaze S
2145,2001,Petrol,less than 25000,more than 15,Maruti Zen LXI
5196,2011,Diesel,less than 500000,more than 15,Maruti Swift Dzire
7561,2018,Diesel,less than 25000,0-15,Toyota Innova Crysta
7762,2019,Diesel,less than 50000,more than 20,Volkswagen Polo 1.5
795,2016,Diesel,less than 100000,0-15,Chevrolet Tavera Neo
3815,2014,Diesel,less than 25000,more than 25,Maruti Swift VDI
5992,2000,Petrol,less than 500000,more than 15,Maruti 800 AC
5833,2013,Diesel,less than 500000,more than 20,Maruti Swift Dzire
4654,2012,Diesel,less than 500000,0-15,Tata Sumo Gold
7930,2019,Diesel,less than 25000,more than 15,Other
6982,2017,Petrol,less than 50000,more than 20,Renault KWID 1.0
8073,2014,Petrol,less than 25000,more than 15,Hyundai Grand i10
315,2014,Petrol,less than 500000,more than 15,Honda City i
1604,2010,Petrol,less than 100000,more than 15,Hyundai Santro Xing
5966,2018,Petrol,less than 50000,more than 20,Maruti Swift ZXI
926,2013,Diesel,less than 100000,0-15,Toyota Innova 2.5
2181,2014,Diesel,less than 500000,more than 15,Mahindra Bolero 2011-2019
6899,2016,Petrol,less than 25000,more than 20,Maruti Swift VXI
6726,2006,Petrol,less than 50000,more than 15,Maruti 800 AC
4699,2016,Diesel,less than 100000,more than 20,Hyundai i20 Active
6895,2018,Diesel,less than 50000,more than 15,Other
5200,2016,Diesel,less than 100000,0-15,Toyota Innova 2.5
1592,2012,Diesel,less than 100000,more than 15,Mahindra Bolero 2011-2019
7855,2015,Diesel,less than 100000,more than 15,Hyundai Creta 1.6
7822,2013,Petrol,less than 100000,more than 15,Other
4253,1999,Diesel,less than 500000,0-15,Other
2005,2012,Diesel,less than 100000,more than 20,Ford Figo Diesel
6208,2019,Petrol,less than 50000,more than 20,Renault KWID 1.0
1959,2018,Diesel,less than 100000,more than 25,Maruti Swift Dzire
6824,2011,Petrol,less than 50000,0-15,Hyundai Santro Xing
4025,2016,Diesel,less than 100000,more than 15,Hyundai Creta 1.6
3506,2011,Petrol,less than 500000,more than 15,Hyundai Santro Xing
3897,2010,Petrol,less than 500000,more than 15,Maruti Wagon R
1648,2015,Diesel,less than 100000,more than 20,Nissan Terrano XL
5929,2015,Diesel,less than 500000,more than 25,Honda City i
4440,2007,Petrol,less than 100000,more than 15,Other
7921,2017,Petrol,less than 25000,more than 20,Maruti Baleno Zeta
3377,2018,Diesel,less than 50000,more than 20,Other
6867,2019,Petrol,less than 25000,more than 20,Maruti Alto K10
4538,2016,Petrol,less than 50000,more than 15,Hyundai i20 2015-2017
7047,2016,Diesel,less than 500000,0-15,Other
2205,2018,Petrol,less than 25000,more than 20,Hyundai EON Magna
6522,2015,Diesel,less than 500000,more than 15,Chevrolet Enjoy TCDi
7330,2018,Diesel,less than 50000,more than 20,Volkswagen Vento 1.5
505,2012,Diesel,less than 100000,more than 25,Chevrolet Beat Diesel
2245,2005,Petrol,less than 100000,more than 15,Other
5123,2010,Diesel,less than 500000,more than 20,Ford Figo Diesel
4114,2016,Diesel,less than 500000,more than 15,Mahindra XUV500 W6
3813,2011,Diesel,less than 500000,more than 15,Maruti Swift VDI
5823,2016,Diesel,less than 50000,0-15,Other
3500,2014,Diesel,less than 500000,more than 15,Mahindra Bolero 2011-2019
3446,2008,Petrol,less than 50000,more than 20,Hyundai i10 Magna
4743,2013,Diesel,less than 100000,more than 20,Tata Manza Club
3569,2016,Diesel,less than 50000,more than 25,Maruti Swift VDI
772,2015,Diesel,less than 100000,more than 15,Other
4143,2017,Petrol,less than 25000,more than 15,Hyundai i20 1.2
6871,2015,Petrol,less than 100000,more than 15,Datsun GO Plus
4022,2013,Diesel,less than 100000,more than 20,Hyundai i20 Magna
2856,2018,Petrol,less than 500000,more than 15,Hyundai Grand i10
1929,2015,Diesel,less than 100000,more than 20,Nissan Terrano XL
267,2013,Petrol,less than 100000,more than 15,Other
6527,2013,Diesel,less than 500000,more than 20,Hyundai i20 Asta
3247,2014,Diesel,less than 100000,more than 15,Renault Duster 85PS
2674,2017,Petrol,less than 50000,more than 15,Toyota Etios VX
5582,2014,Diesel,less than 500000,more than 15,Mahindra XUV500 W6
7279,2016,Diesel,less than 100000,more than 20,Volkswagen Polo 2015-2019
5767,2015,Diesel,less than 50000,more than 25,Honda City i
1773,2013,Petrol,less than 50000,more than 20,Hyundai EON Magna
6350,2016,Diesel,less than 100000,more than 20,Maruti Vitara Brezza
2945,2013,Petrol,less than 50000,more than 15,Honda City V
1743,2017,Diesel,less than 50000,more than 20,Tata Nexon 1.5
1637,2012,Diesel,less than 100000,more than 15,Toyota Etios Liva
6101,2010,Diesel,less than 500000,more than 15,Maruti Swift VDI
5142,2004,Petrol,less than 25000,more than 15,Maruti 800 AC
1211,2007,Petrol,less than 500000,more than 15,Other
1252,2003,Petrol,less than 50000,more than 15,Maruti 800 Std
1010,2016,Diesel,less than 500000,more than 25,Other
6158,2011,Petrol,less than 500000,more than 15,Ford Fiesta Classic
1627,2016,Diesel,less than 50000,more than 20,Hyundai i20 Sportz
2461,2005,Petrol,less than 100000,more than 15,Hyundai Santro Xing
3857,2011,Petrol,less than 100000,more than 15,Maruti Alto LX
3072,2016,Petrol,less than 25000,more than 15,Hyundai Grand i10
2302,2016,Petrol,less than 500000,more than 20,Hyundai EON Era
3005,2017,Petrol,less than 25000,more than 15,Hyundai Grand i10
2675,2018,Petrol,less than 100000,more than 20,Maruti Swift AMT
3967,2017,Diesel,less than 100000,more than 20,Ford EcoSport 1.5
1260,2015,Diesel,less than 100000,more than 25,Other
2348,2016,Petrol,less than 50000,more than 15,Hyundai Grand i10
1885,2009,Petrol,less than 100000,more than 15,Maruti Zen Estilo
128,2009,Petrol,less than 100000,more than 15,Hyundai Santro Xing
7809,2009,Petrol,less than 50000,more than 15,Chevrolet Spark 1.0
3938,2017,Diesel,less than 25000,more than 15,Jeep Compass 2.0
1054,2015,Diesel,less than 100000,more than 15,Hyundai Creta 1.6
6051,2015,Diesel,less than 500000,more than 15,Mahindra XUV500 W10
110,2019,Diesel,less than 50000,more than 15,Other
1257,2010,Diesel,less than 500000,0-15,Toyota Innova 2.5
5202,2012,Diesel,less than 500000,more than 20,Maruti Swift VDI
2833,2017,Petrol,less than 50000,more than 15,Other
1541,2017,Petrol,less than 10000,more than 15,Other
6407,2016,Diesel,less than 100000,more than 15,Mahindra Scorpio 1.99
